City,Day,Date,Time,Weather,Temperature
Stockholm,Sunday,05-03-2023,11:00,Rainy,12
Stockholm,Sunday,05-03-2023,11:30,Partly Cloudy,17
Stockholm,Sunday,05-03-2023,12:00,Cloudy,22
Stockholm,Sunday,05-03-2023,12:30,Thunderstorms,16
Stockholm,Sunday,05-03-2023,13:00,Partly Cloudy,25
Stockholm,Sunday,05-03-2023,13:30,Partly Cloudy,20
Stockholm,Sunday,05-03-2023,14:00,Rainy,10
Stockholm,Sunday,05-03-2023,14:30,Sunny,23
Stockholm,Sunday,05-03-2023,15:00,Sunny,20
Stockholm,Sunday,05-03-2023,15:30,Cloudy,15
Stockholm,Sunday,05-03-2023,16:00,Cloudy,17
Stockholm,Sunday,05-03-2023,16:30,Cloudy,12
Stockholm,Sunday,05-03-2023,17:00,Partly Cloudy,26
Stockholm,Sunday,05-03-2023,17:30,Partly Cloudy,19
Stockholm,Sunday,05-03-2023,18:00,Thunderstorms,10
Stockholm,Sunday,05-03-2023,18:30,Sunny,21
Stockholm,Sunday,05-03-2023,19:00,Cloudy,11
Stockholm,Sunday,05-03-2023,19:30,Cloudy,22
Stockholm,Sunday,05-03-2023,20:00,Cloudy,11
Stockholm,Sunday,05-03-2023,20:30,Rainy,15
Stockholm,Sunday,05-03-2023,21:00,Rainy,7
Stockholm,Sunday,05-03-2023,21:30,Thunderstorms,12
Stockholm,Sunday,05-03-2023,22:00,Partly Cloudy,16
Stockholm,Sunday,05-03-2023,22:30,Partly Cloudy,21
Stockholm,Sunday,05-03-2023,23:00,Rainy,13
Stockholm,Sunday,05-03-2023,23:30,Partly Cloudy,19
Stockholm,Monday,06-03-2023,00:00,Rainy,11
Stockholm,Monday,06-03-2023,00:30,Cloudy,14
Stockholm,Monday,06-03-2023,01:00,Thunderstorms,7
Stockholm,Monday,06-03-2023,01:30,Cloudy,16
Stockholm,Monday,06-03-2023,02:00,Partly Cloudy,22
Stockholm,Monday,06-03-2023,02:30,Partly Cloudy,18
Stockholm,Monday,06-03-2023,03:00,Partly Cloudy,15
Stockholm,Monday,06-03-2023,03:30,Thunderstorms,5
Stockholm,Monday,06-03-2023,04:00,Thunderstorms,13
Stockholm,Monday,06-03-2023,04:30,Partly Cloudy,21
Stockholm,Monday,06-03-2023,05:00,Partly Cloudy,14
Stockholm,Monday,06-03-2023,05:30,Sunny,19
Stockholm,Monday,06-03-2023,06:00,Cloudy,16
Stockholm,Monday,06-03-2023,06:30,Cloudy,14
Stockholm,Monday,06-03-2023,07:00,Cloudy,12
Stockholm,Monday,06-03-2023,07:30,Cloudy,16
Stockholm,Monday,06-03-2023,08:00,Thunderstorms,12
Stockholm,Monday,06-03-2023,08:30,Sunny,19
Stockholm,Monday,06-03-2023,09:00,Sunny,21
Stockholm,Monday,06-03-2023,09:30,Cloudy,16
Stockholm,Monday,06-03-2023,10:00,Partly Cloudy,22
Stockholm,Monday,06-03-2023,10:30,Cloudy,9
Stockholm,Monday,06-03-2023,11:00,Partly Cloudy,19
Stockholm,Monday,06-03-2023,11:30,Rainy,8
Stockholm,Monday,06-03-2023,12:00,Cloudy,14
Stockholm,Monday,06-03-2023,12:30,Rainy,9
Stockholm,Monday,06-03-2023,13:00,Sunny,31
Stockholm,Monday,06-03-2023,13:30,Rainy,11
Stockholm,Monday,06-03-2023,14:00,Partly Cloudy,19
Stockholm,Monday,06-03-2023,14:30,Cloudy,14
Stockholm,Monday,06-03-2023,15:00,Cloudy,23
Stockholm,Monday,06-03-2023,15:30,Sunny,27
Stockholm,Monday,06-03-2023,16:00,Cloudy,13
Stockholm,Monday,06-03-2023,16:30,Rainy,9
Stockholm,Monday,06-03-2023,17:00,Thunderstorms,20
Stockholm,Monday,06-03-2023,17:30,Sunny,26
Stockholm,Monday,06-03-2023,18:00,Thunderstorms,8
Stockholm,Monday,06-03-2023,18:30,Cloudy,18
Stockholm,Monday,06-03-2023,19:00,Partly Cloudy,17
Stockholm,Monday,06-03-2023,19:30,Thunderstorms,12
Stockholm,Monday,06-03-2023,20:00,Sunny,24
Stockholm,Monday,06-03-2023,20:30,Sunny,26
Stockholm,Monday,06-03-2023,21:00,Sunny,18
Stockholm,Monday,06-03-2023,21:30,Rainy,3
Stockholm,Monday,06-03-2023,22:00,Rainy,12
Stockholm,Monday,06-03-2023,22:30,Partly Cloudy,21
Stockholm,Monday,06-03-2023,23:00,Sunny,27
Stockholm,Monday,06-03-2023,23:30,Partly Cloudy,16
Stockholm,Tuesday,07-03-2023,00:00,Rainy,8
Stockholm,Tuesday,07-03-2023,00:30,Partly Cloudy,21
Stockholm,Tuesday,07-03-2023,01:00,Rainy,5
Stockholm,Tuesday,07-03-2023,01:30,Thunderstorms,7
Stockholm,Tuesday,07-03-2023,02:00,Thunderstorms,12
Stockholm,Tuesday,07-03-2023,02:30,Thunderstorms,11
Stockholm,Tuesday,07-03-2023,03:00,Sunny,23
Stockholm,Tuesday,07-03-2023,03:30,Sunny,17
Stockholm,Tuesday,07-03-2023,04:00,Cloudy,17
Stockholm,Tuesday,07-03-2023,04:30,Cloudy,22
Stockholm,Tuesday,07-03-2023,05:00,Partly Cloudy,24
Stockholm,Tuesday,07-03-2023,05:30,Cloudy,17
Stockholm,Tuesday,07-03-2023,06:00,Rainy,14
Stockholm,Tuesday,07-03-2023,06:30,Cloudy,14
Stockholm,Tuesday,07-03-2023,07:00,Sunny,30
Stockholm,Tuesday,07-03-2023,07:30,Partly Cloudy,19
Stockholm,Tuesday,07-03-2023,08:00,Cloudy,12
Stockholm,Tuesday,07-03-2023,08:30,Thunderstorms,16
Stockholm,Tuesday,07-03-2023,09:00,Thunderstorms,6
Stockholm,Tuesday,07-03-2023,09:30,Rainy,13
Stockholm,Tuesday,07-03-2023,10:00,Cloudy,10
Stockholm,Tuesday,07-03-2023,10:30,Partly Cloudy,21
Stockholm,Tuesday,07-03-2023,11:00,Rainy,14
Stockholm,Tuesday,07-03-2023,11:30,Cloudy,22
Stockholm,Tuesday,07-03-2023,12:00,Thunderstorms,17
Stockholm,Tuesday,07-03-2023,12:30,Thunderstorms,9
Stockholm,Tuesday,07-03-2023,13:00,Thunderstorms,9
Stockholm,Tuesday,07-03-2023,13:30,Partly Cloudy,25
Stockholm,Tuesday,07-03-2023,14:00,Cloudy,17
Stockholm,Tuesday,07-03-2023,14:30,Rainy,7
Stockholm,Tuesday,07-03-2023,15:00,Thunderstorms,14
Stockholm,Tuesday,07-03-2023,15:30,Thunderstorms,15
Stockholm,Tuesday,07-03-2023,16:00,Cloudy,12
Stockholm,Tuesday,07-03-2023,16:30,Partly Cloudy,19
Stockholm,Tuesday,07-03-2023,17:00,Thunderstorms,10
Stockholm,Tuesday,07-03-2023,17:30,Rainy,10
Stockholm,Tuesday,07-03-2023,18:00,Sunny,18
Stockholm,Tuesday,07-03-2023,18:30,Rainy,13
Stockholm,Tuesday,07-03-2023,19:00,Cloudy,16
Stockholm,Tuesday,07-03-2023,19:30,Partly Cloudy,13
Stockholm,Tuesday,07-03-2023,20:00,Partly Cloudy,24
Stockholm,Tuesday,07-03-2023,20:30,Sunny,26
Stockholm,Tuesday,07-03-2023,21:00,Thunderstorms,11
Stockholm,Tuesday,07-03-2023,21:30,Thunderstorms,17
Stockholm,Tuesday,07-03-2023,22:00,Sunny,26
Stockholm,Tuesday,07-03-2023,22:30,Partly Cloudy,21
Stockholm,Tuesday,07-03-2023,23:00,Sunny,18
Stockholm,Tuesday,07-03-2023,23:30,Cloudy,10
Stockholm,Wednesday,08-03-2023,00:00,Cloudy,18
Stockholm,Wednesday,08-03-2023,00:30,Rainy,11
Stockholm,Wednesday,08-03-2023,01:00,Sunny,16
Stockholm,Wednesday,08-03-2023,01:30,Partly Cloudy,22
Stockholm,Wednesday,08-03-2023,02:00,Rainy,12
Stockholm,Wednesday,08-03-2023,02:30,Thunderstorms,16
Stockholm,Wednesday,08-03-2023,03:00,Partly Cloudy,16
Stockholm,Wednesday,08-03-2023,03:30,Thunderstorms,14
Stockholm,Wednesday,08-03-2023,04:00,Partly Cloudy,19
Stockholm,Wednesday,08-03-2023,04:30,Cloudy,12
Stockholm,Wednesday,08-03-2023,05:00,Rainy,8
Stockholm,Wednesday,08-03-2023,05:30,Partly Cloudy,24
Stockholm,Wednesday,08-03-2023,06:00,Partly Cloudy,21
Stockholm,Wednesday,08-03-2023,06:30,Thunderstorms,8
Stockholm,Wednesday,08-03-2023,07:00,Cloudy,14
Stockholm,Wednesday,08-03-2023,07:30,Sunny,24
Stockholm,Wednesday,08-03-2023,08:00,Partly Cloudy,17
Stockholm,Wednesday,08-03-2023,08:30,Rainy,11
Stockholm,Wednesday,08-03-2023,09:00,Sunny,29
Stockholm,Wednesday,08-03-2023,09:30,Rainy,9
Stockholm,Wednesday,08-03-2023,10:00,Cloudy,15
Stockholm,Wednesday,08-03-2023,10:30,Sunny,23
Stockholm,Wednesday,08-03-2023,11:00,Sunny,17
Stockholm,Wednesday,08-03-2023,11:30,Cloudy,15
Stockholm,Wednesday,08-03-2023,12:00,Partly Cloudy,23
Stockholm,Wednesday,08-03-2023,12:30,Partly Cloudy,19
Stockholm,Wednesday,08-03-2023,13:00,Thunderstorms,18
Stockholm,Wednesday,08-03-2023,13:30,Cloudy,15
Stockholm,Wednesday,08-03-2023,14:00,Thunderstorms,9
Stockholm,Wednesday,08-03-2023,14:30,Sunny,21
Stockholm,Wednesday,08-03-2023,15:00,Sunny,29
Stockholm,Wednesday,08-03-2023,15:30,Sunny,28
Stockholm,Wednesday,08-03-2023,16:00,Sunny,27
Stockholm,Wednesday,08-03-2023,16:30,Partly Cloudy,22
Stockholm,Wednesday,08-03-2023,17:00,Sunny,20
Stockholm,Wednesday,08-03-2023,17:30,Sunny,22
Stockholm,Wednesday,08-03-2023,18:00,Rainy,13
Stockholm,Wednesday,08-03-2023,18:30,Partly Cloudy,23
Stockholm,Wednesday,08-03-2023,19:00,Rainy,12
Stockholm,Wednesday,08-03-2023,19:30,Partly Cloudy,21
Stockholm,Wednesday,08-03-2023,20:00,Cloudy,15
Stockholm,Wednesday,08-03-2023,20:30,Thunderstorms,16
Stockholm,Wednesday,08-03-2023,21:00,Partly Cloudy,23
Stockholm,Wednesday,08-03-2023,21:30,Rainy,3
Stockholm,Wednesday,08-03-2023,22:00,Cloudy,12
Stockholm,Wednesday,08-03-2023,22:30,Cloudy,13
Stockholm,Wednesday,08-03-2023,23:00,Partly Cloudy,24
Stockholm,Wednesday,08-03-2023,23:30,Rainy,13
Stockholm,Thursday,09-03-2023,00:00,Partly Cloudy,25
Stockholm,Thursday,09-03-2023,00:30,Partly Cloudy,19
Stockholm,Thursday,09-03-2023,01:00,Rainy,10
Stockholm,Thursday,09-03-2023,01:30,Rainy,16
Stockholm,Thursday,09-03-2023,02:00,Partly Cloudy,21
Stockholm,Thursday,09-03-2023,02:30,Cloudy,10
Stockholm,Thursday,09-03-2023,03:00,Partly Cloudy,22
Stockholm,Thursday,09-03-2023,03:30,Sunny,15
Stockholm,Thursday,09-03-2023,04:00,Sunny,26
Stockholm,Thursday,09-03-2023,04:30,Sunny,26
Stockholm,Thursday,09-03-2023,05:00,Cloudy,9
Stockholm,Thursday,09-03-2023,05:30,Sunny,27
Stockholm,Thursday,09-03-2023,06:00,Cloudy,11
Stockholm,Thursday,09-03-2023,06:30,Cloudy,19
Stockholm,Thursday,09-03-2023,07:00,Partly Cloudy,23
Stockholm,Thursday,09-03-2023,07:30,Cloudy,13
Stockholm,Thursday,09-03-2023,08:00,Rainy,8
Stockholm,Thursday,09-03-2023,08:30,Thunderstorms,19
Stockholm,Thursday,09-03-2023,09:00,Partly Cloudy,24
Stockholm,Thursday,09-03-2023,09:30,Sunny,26
Stockholm,Thursday,09-03-2023,10:00,Cloudy,16
Stockholm,Thursday,09-03-2023,10:30,Partly Cloudy,19
Stockholm,Thursday,09-03-2023,11:00,Sunny,22
Stockholm,Thursday,09-03-2023,11:30,Rainy,14
Stockholm,Thursday,09-03-2023,12:00,Sunny,27
Stockholm,Thursday,09-03-2023,12:30,Cloudy,14
Stockholm,Thursday,09-03-2023,13:00,Cloudy,13
Stockholm,Thursday,09-03-2023,13:30,Cloudy,17
Stockholm,Thursday,09-03-2023,14:00,Rainy,17
Stockholm,Thursday,09-03-2023,14:30,Partly Cloudy,14
Stockholm,Thursday,09-03-2023,15:00,Partly Cloudy,22
Stockholm,Thursday,09-03-2023,15:30,Rainy,14
Stockholm,Thursday,09-03-2023,16:00,Cloudy,10
Stockholm,Thursday,09-03-2023,16:30,Rainy,7
Stockholm,Thursday,09-03-2023,17:00,Partly Cloudy,17
Stockholm,Thursday,09-03-2023,17:30,Partly Cloudy,21
Stockholm,Thursday,09-03-2023,18:00,Sunny,28
Stockholm,Thursday,09-03-2023,18:30,Partly Cloudy,15
Stockholm,Thursday,09-03-2023,19:00,Rainy,11
Stockholm,Thursday,09-03-2023,19:30,Rainy,13
Stockholm,Thursday,09-03-2023,20:00,Partly Cloudy,14
Stockholm,Thursday,09-03-2023,20:30,Rainy,13
Stockholm,Thursday,09-03-2023,21:00,Cloudy,15
Stockholm,Thursday,09-03-2023,21:30,Cloudy,12
Stockholm,Thursday,09-03-2023,22:00,Sunny,18
Stockholm,Thursday,09-03-2023,22:30,Rainy,12
Stockholm,Thursday,09-03-2023,23:00,Cloudy,13
Stockholm,Thursday,09-03-2023,23:30,Cloudy,15
Stockholm,Friday,10-03-2023,00:00,Partly Cloudy,23
Stockholm,Friday,10-03-2023,00:30,Rainy,15
Stockholm,Friday,10-03-2023,01:00,Sunny,24
Stockholm,Friday,10-03-2023,01:30,Rainy,5
Stockholm,Friday,10-03-2023,02:00,Thunderstorms,12
Stockholm,Friday,10-03-2023,02:30,Thunderstorms,10
Stockholm,Friday,10-03-2023,03:00,Rainy,5
Stockholm,Friday,10-03-2023,03:30,Thunderstorms,6
Stockholm,Friday,10-03-2023,04:00,Partly Cloudy,15
Stockholm,Friday,10-03-2023,04:30,Thunderstorms,9
Stockholm,Friday,10-03-2023,05:00,Sunny,26
Stockholm,Friday,10-03-2023,05:30,Partly Cloudy,20
Stockholm,Friday,10-03-2023,06:00,Sunny,25
Stockholm,Friday,10-03-2023,06:30,Thunderstorms,10
Stockholm,Friday,10-03-2023,07:00,Thunderstorms,16
Stockholm,Friday,10-03-2023,07:30,Sunny,29
Stockholm,Friday,10-03-2023,08:00,Sunny,21
Stockholm,Friday,10-03-2023,08:30,Partly Cloudy,18
Stockholm,Friday,10-03-2023,09:00,Cloudy,13
Stockholm,Friday,10-03-2023,09:30,Partly Cloudy,21
Stockholm,Friday,10-03-2023,10:00,Partly Cloudy,25
Stockholm,Friday,10-03-2023,10:30,Rainy,7
Stockholm,Friday,10-03-2023,11:00,Rainy,5
Stockholm,Friday,10-03-2023,11:30,Rainy,13
Stockholm,Friday,10-03-2023,12:00,Thunderstorms,15
Stockholm,Friday,10-03-2023,12:30,Partly Cloudy,26
Stockholm,Friday,10-03-2023,13:00,Partly Cloudy,20
Stockholm,Friday,10-03-2023,13:30,Sunny,27
Stockholm,Friday,10-03-2023,14:00,Sunny,21
Stockholm,Friday,10-03-2023,14:30,Rainy,2
Stockholm,Friday,10-03-2023,15:00,Rainy,8
Stockholm,Friday,10-03-2023,15:30,Rainy,4
Stockholm,Friday,10-03-2023,16:00,Sunny,28
Stockholm,Friday,10-03-2023,16:30,Rainy,7
Stockholm,Friday,10-03-2023,17:00,Sunny,30
Stockholm,Friday,10-03-2023,17:30,Partly Cloudy,18
Stockholm,Friday,10-03-2023,18:00,Thunderstorms,11
Stockholm,Friday,10-03-2023,18:30,Thunderstorms,15
Stockholm,Friday,10-03-2023,19:00,Cloudy,18
Stockholm,Friday,10-03-2023,19:30,Rainy,13
Stockholm,Friday,10-03-2023,20:00,Sunny,25
Stockholm,Friday,10-03-2023,20:30,Sunny,21
Stockholm,Friday,10-03-2023,21:00,Rainy,12
Stockholm,Friday,10-03-2023,21:30,Rainy,15
Stockholm,Friday,10-03-2023,22:00,Rainy,14
Stockholm,Friday,10-03-2023,22:30,Sunny,18
Stockholm,Friday,10-03-2023,23:00,Cloudy,21
Stockholm,Friday,10-03-2023,23:30,Partly Cloudy,24
Gothenburg,Saturday,04-03-2023,00:00,Sunny,23
Gothenburg,Saturday,04-03-2023,00:30,Thunderstorms,17
Gothenburg,Saturday,04-03-2023,01:00,Cloudy,17
Gothenburg,Saturday,04-03-2023,01:30,Partly Cloudy,18
Gothenburg,Saturday,04-03-2023,02:00,Rainy,7
Gothenburg,Saturday,04-03-2023,02:30,Rainy,18
Gothenburg,Saturday,04-03-2023,03:00,Partly Cloudy,19
Gothenburg,Saturday,04-03-2023,03:30,Cloudy,17
Gothenburg,Saturday,04-03-2023,04:00,Partly Cloudy,22
Gothenburg,Saturday,04-03-2023,04:30,Thunderstorms,19
Gothenburg,Saturday,04-03-2023,05:00,Partly Cloudy,13
Gothenburg,Saturday,04-03-2023,05:30,Sunny,22
Gothenburg,Saturday,04-03-2023,06:00,Cloudy,12
Gothenburg,Saturday,04-03-2023,06:30,Sunny,28
Gothenburg,Saturday,04-03-2023,07:00,Rainy,9
Gothenburg,Saturday,04-03-2023,07:30,Thunderstorms,5
Gothenburg,Saturday,04-03-2023,08:00,Cloudy,11
Gothenburg,Saturday,04-03-2023,08:30,Rainy,15
Gothenburg,Saturday,04-03-2023,09:00,Thunderstorms,17
Gothenburg,Saturday,04-03-2023,09:30,Partly Cloudy,18
Gothenburg,Saturday,04-03-2023,10:00,Cloudy,21
Gothenburg,Saturday,04-03-2023,10:30,Cloudy,16
Gothenburg,Saturday,04-03-2023,11:00,Partly Cloudy,18
Gothenburg,Saturday,04-03-2023,11:30,Sunny,16
Gothenburg,Saturday,04-03-2023,12:00,Partly Cloudy,14
Gothenburg,Saturday,04-03-2023,12:30,Thunderstorms,14
Gothenburg,Saturday,04-03-2023,13:00,Thunderstorms,17
Gothenburg,Saturday,04-03-2023,13:30,Partly Cloudy,26
Gothenburg,Saturday,04-03-2023,14:00,Rainy,10
Gothenburg,Saturday,04-03-2023,14:30,Cloudy,20
Gothenburg,Saturday,04-03-2023,15:00,Cloudy,18
Gothenburg,Saturday,04-03-2023,15:30,Rainy,9
Gothenburg,Saturday,04-03-2023,16:00,Thunderstorms,16
Gothenburg,Saturday,04-03-2023,16:30,Rainy,12
Gothenburg,Saturday,04-03-2023,17:00,Rainy,15
Gothenburg,Saturday,04-03-2023,17:30,Rainy,13
Gothenburg,Saturday,04-03-2023,18:00,Thunderstorms,11
Gothenburg,Saturday,04-03-2023,18:30,Partly Cloudy,24
Gothenburg,Saturday,04-03-2023,19:00,Rainy,11
Gothenburg,Saturday,04-03-2023,19:30,Partly Cloudy,24
Gothenburg,Saturday,04-03-2023,20:00,Thunderstorms,11
Gothenburg,Saturday,04-03-2023,20:30,Sunny,30
Gothenburg,Saturday,04-03-2023,21:00,Cloudy,13
Gothenburg,Saturday,04-03-2023,21:30,Cloudy,11
Gothenburg,Saturday,04-03-2023,22:00,Rainy,11
Gothenburg,Saturday,04-03-2023,22:30,Thunderstorms,7
Gothenburg,Saturday,04-03-2023,23:00,Sunny,27
Gothenburg,Saturday,04-03-2023,23:30,Thunderstorms,11
Gothenburg,Sunday,05-03-2023,00:00,Rainy,12
Gothenburg,Sunday,05-03-2023,00:30,Sunny,19
Gothenburg,Sunday,05-03-2023,01:00,Sunny,24
Gothenburg,Sunday,05-03-2023,01:30,Thunderstorms,10
Gothenburg,Sunday,05-03-2023,02:00,Cloudy,20
Gothenburg,Sunday,05-03-2023,02:30,Rainy,11
Gothenburg,Sunday,05-03-2023,03:00,Rainy,7
Gothenburg,Sunday,05-03-2023,03:30,Sunny,23
Gothenburg,Sunday,05-03-2023,04:00,Partly Cloudy,24
Gothenburg,Sunday,05-03-2023,04:30,Sunny,24
Gothenburg,Sunday,05-03-2023,05:00,Sunny,22
Gothenburg,Sunday,05-03-2023,05:30,Partly Cloudy,24
Gothenburg,Sunday,05-03-2023,06:00,Partly Cloudy,21
Gothenburg,Sunday,05-03-2023,06:30,Partly Cloudy,27
Gothenburg,Sunday,05-03-2023,07:00,Rainy,11
Gothenburg,Sunday,05-03-2023,07:30,Rainy,12
Gothenburg,Sunday,05-03-2023,08:00,Sunny,30
Gothenburg,Sunday,05-03-2023,08:30,Thunderstorms,11
Gothenburg,Sunday,05-03-2023,09:00,Partly Cloudy,20
Gothenburg,Sunday,05-03-2023,09:30,Partly Cloudy,19
Gothenburg,Sunday,05-03-2023,10:00,Thunderstorms,8
Gothenburg,Sunday,05-03-2023,10:30,Sunny,25
Gothenburg,Sunday,05-03-2023,11:00,Thunderstorms,11
Gothenburg,Sunday,05-03-2023,11:30,Sunny,24
Gothenburg,Sunday,05-03-2023,12:00,Rainy,13
Gothenburg,Sunday,05-03-2023,12:30,Cloudy,12
Gothenburg,Sunday,05-03-2023,13:00,Thunderstorms,10
Gothenburg,Sunday,05-03-2023,13:30,Rainy,10
Gothenburg,Sunday,05-03-2023,14:00,Sunny,30
Gothenburg,Sunday,05-03-2023,14:30,Sunny,29
Gothenburg,Sunday,05-03-2023,15:00,Thunderstorms,11
Gothenburg,Sunday,05-03-2023,15:30,Partly Cloudy,26
Gothenburg,Sunday,05-03-2023,16:00,Thunderstorms,13
Gothenburg,Sunday,05-03-2023,16:30,Thunderstorms,17
Gothenburg,Sunday,05-03-2023,17:00,Sunny,26
Gothenburg,Sunday,05-03-2023,17:30,Sunny,30
Gothenburg,Sunday,05-03-2023,18:00,Partly Cloudy,23
Gothenburg,Sunday,05-03-2023,18:30,Rainy,14
Gothenburg,Sunday,05-03-2023,19:00,Partly Cloudy,19
Gothenburg,Sunday,05-03-2023,19:30,Cloudy,19
Gothenburg,Sunday,05-03-2023,20:00,Partly Cloudy,15
Gothenburg,Sunday,05-03-2023,20:30,Rainy,12
Gothenburg,Sunday,05-03-2023,21:00,Thunderstorms,11
Gothenburg,Sunday,05-03-2023,21:30,Rainy,4
Gothenburg,Sunday,05-03-2023,22:00,Thunderstorms,18
Gothenburg,Sunday,05-03-2023,22:30,Cloudy,22
Gothenburg,Sunday,05-03-2023,23:00,Partly Cloudy,16
Gothenburg,Sunday,05-03-2023,23:30,Thunderstorms,14
Gothenburg,Monday,06-03-2023,00:00,Sunny,24
Gothenburg,Monday,06-03-2023,00:30,Thunderstorms,10
Gothenburg,Monday,06-03-2023,01:00,Sunny,18
Gothenburg,Monday,06-03-2023,01:30,Cloudy,16
Gothenburg,Monday,06-03-2023,02:00,Thunderstorms,14
Gothenburg,Monday,06-03-2023,02:30,Rainy,10
Gothenburg,Monday,06-03-2023,03:00,Thunderstorms,10
Gothenburg,Monday,06-03-2023,03:30,Cloudy,12
Gothenburg,Monday,06-03-2023,04:00,Rainy,6
Gothenburg,Monday,06-03-2023,04:30,Thunderstorms,11
Gothenburg,Monday,06-03-2023,05:00,Rainy,10
Gothenburg,Monday,06-03-2023,05:30,Thunderstorms,14
Gothenburg,Monday,06-03-2023,06:00,Sunny,20
Gothenburg,Monday,06-03-2023,06:30,Sunny,20
Gothenburg,Monday,06-03-2023,07:00,Rainy,4
Gothenburg,Monday,06-03-2023,07:30,Partly Cloudy,19
Gothenburg,Monday,06-03-2023,08:00,Thunderstorms,8
Gothenburg,Monday,06-03-2023,08:30,Thunderstorms,18
Gothenburg,Monday,06-03-2023,09:00,Sunny,24
Gothenburg,Monday,06-03-2023,09:30,Rainy,13
